0,1,2,3,4,target
1.44065,1.4424299999999999,1.43321,1.43945,1.43565,1.44403
1.4424299999999999,1.43321,1.43945,1.43565,1.44403,1.44137
1.43321,1.43945,1.43565,1.44403,1.44137,1.43781
1.43945,1.43565,1.44403,1.44137,1.43781,1.44945
1.43565,1.44403,1.44137,1.43781,1.44945,1.45099
1.44403,1.44137,1.43781,1.44945,1.45099,1.44405
1.44137,1.43781,1.44945,1.45099,1.44405,1.43685
1.43781,1.44945,1.45099,1.44405,1.43685,1.42582
1.44945,1.45099,1.44405,1.43685,1.42582,1.41941
1.45099,1.44405,1.43685,1.42582,1.41941,1.40967
1.44405,1.43685,1.42582,1.41941,1.40967,1.3996899999999999
1.43685,1.42582,1.41941,1.40967,1.3996899999999999,1.4097600000000001
1.42582,1.41941,1.40967,1.3996899999999999,1.4097600000000001,1.38801
1.41941,1.40967,1.3996899999999999,1.4097600000000001,1.38801,1.36604
1.40967,1.3996899999999999,1.4097600000000001,1.38801,1.36604,1.36776
1.3996899999999999,1.4097600000000001,1.38801,1.36604,1.36776,1.36773
1.4097600000000001,1.38801,1.36604,1.36776,1.36773,1.37522
1.38801,1.36604,1.36776,1.36773,1.37522,1.38747
1.36604,1.36776,1.36773,1.37522,1.38747,1.37951
1.36776,1.36773,1.37522,1.38747,1.37951,1.3681299999999998
1.36773,1.37522,1.38747,1.37951,1.3681299999999998,1.36992
1.37522,1.38747,1.37951,1.3681299999999998,1.36992,1.35714
1.38747,1.37951,1.3681299999999998,1.36992,1.35714,1.3459
1.37951,1.3681299999999998,1.36992,1.35714,1.3459,1.35218
1.3681299999999998,1.36992,1.35714,1.3459,1.35218,1.3531799999999998
1.36992,1.35714,1.3459,1.35218,1.3531799999999998,1.358
1.35714,1.3459,1.35218,1.3531799999999998,1.358,1.35412
1.3459,1.35218,1.3531799999999998,1.358,1.35412,1.35964
1.35218,1.3531799999999998,1.358,1.35412,1.35964,1.33945
1.3531799999999998,1.358,1.35412,1.35964,1.33945,1.31734
1.358,1.35412,1.35964,1.33945,1.31734,1.33484
1.35412,1.35964,1.33945,1.31734,1.33484,1.33471
1.35964,1.33945,1.31734,1.33484,1.33471,1.34362
1.33945,1.31734,1.33484,1.33471,1.34362,1.33848
1.31734,1.33484,1.33471,1.34362,1.33848,1.36399
1.33484,1.33471,1.34362,1.33848,1.36399,1.36385
1.33471,1.34362,1.33848,1.36399,1.36385,1.37907
1.34362,1.33848,1.36399,1.36385,1.37907,1.37754
1.33848,1.36399,1.36385,1.37907,1.37754,1.3874799999999998
1.36399,1.36385,1.37907,1.37754,1.3874799999999998,1.37361
1.36385,1.37907,1.37754,1.3874799999999998,1.37361,1.37504
1.37907,1.37754,1.3874799999999998,1.37361,1.37504,1.37586
1.37754,1.3874799999999998,1.37361,1.37504,1.37586,1.3778299999999999
1.3874799999999998,1.37361,1.37504,1.37586,1.3778299999999999,1.38955
1.37361,1.37504,1.37586,1.3778299999999999,1.38955,1.39287
1.37504,1.37586,1.3778299999999999,1.38955,1.39287,1.39046
1.37586,1.3778299999999999,1.38955,1.39287,1.39046,1.39047
1.3778299999999999,1.38955,1.39287,1.39046,1.39047,1.4188
1.38955,1.39287,1.39046,1.39047,1.4188,1.41563
1.39287,1.39046,1.39047,1.4188,1.41563,1.38568
1.39046,1.39047,1.4188,1.41563,1.38568,1.37001
1.39047,1.4188,1.41563,1.38568,1.37001,1.37459
1.4188,1.41563,1.38568,1.37001,1.37459,1.3822
1.41563,1.38568,1.37001,1.37459,1.3822,1.37704
1.38568,1.37001,1.37459,1.3822,1.37704,1.3772799999999998
1.37001,1.37459,1.3822,1.37704,1.3772799999999998,1.3836
1.37459,1.3822,1.37704,1.3772799999999998,1.3836,1.3541100000000001
1.3822,1.37704,1.3772799999999998,1.3836,1.3541100000000001,1.36046
1.37704,1.3772799999999998,1.3836,1.3541100000000001,1.36046,1.37523
1.3772799999999998,1.3836,1.3541100000000001,1.36046,1.37523,1.3632799999999998
1.3836,1.3541100000000001,1.36046,1.37523,1.3632799999999998,1.35385
1.3541100000000001,1.36046,1.37523,1.3632799999999998,1.35385,1.34617
1.36046,1.37523,1.3632799999999998,1.35385,1.34617,1.34543
1.37523,1.3632799999999998,1.35385,1.34617,1.34543,1.3514
1.3632799999999998,1.35385,1.34617,1.34543,1.3514,1.3487799999999999
1.35385,1.34617,1.34543,1.3514,1.3487799999999999,1.3504200000000002
1.34617,1.34543,1.3514,1.3487799999999999,1.3504200000000002,1.3341
1.34543,1.3514,1.3487799999999999,1.3504200000000002,1.3341,1.33446
1.3514,1.3487799999999999,1.3504200000000002,1.3341,1.33446,1.32312
1.3487799999999999,1.3504200000000002,1.3341,1.33446,1.32312,1.33187
1.3504200000000002,1.3341,1.33446,1.32312,1.33187,1.33152
1.3341,1.33446,1.32312,1.33187,1.33152,1.34451
1.33446,1.32312,1.33187,1.33152,1.34451,1.34598
1.32312,1.33187,1.33152,1.34451,1.34598,1.34035
1.33187,1.33152,1.34451,1.34598,1.34035,1.33992
1.33152,1.34451,1.34598,1.34035,1.33992,1.33997
1.34451,1.34598,1.34035,1.33992,1.33997,1.3411
1.34598,1.34035,1.33992,1.33997,1.3411,1.33395
1.34035,1.33992,1.33997,1.3411,1.33395,1.33686
1.33992,1.33997,1.3411,1.33395,1.33686,1.31861
1.33997,1.3411,1.33395,1.33686,1.31861,1.30338
1.3411,1.33395,1.33686,1.31861,1.30338,1.2982200000000002
1.33395,1.33686,1.31861,1.30338,1.2982200000000002,1.30148
1.33686,1.31861,1.30338,1.2982200000000002,1.30148,1.30359
1.31861,1.30338,1.2982200000000002,1.30148,1.30359,1.29974
1.30338,1.2982200000000002,1.30148,1.30359,1.29974,1.3081200000000002
1.2982200000000002,1.30148,1.30359,1.29974,1.3081200000000002,1.30456
1.30148,1.30359,1.29974,1.3081200000000002,1.30456,1.30494
1.30359,1.29974,1.3081200000000002,1.30456,1.30494,1.30415
1.29974,1.3081200000000002,1.30456,1.30494,1.30415,1.30567
1.3081200000000002,1.30456,1.30494,1.30415,1.30567,1.30691
1.30456,1.30494,1.30415,1.30567,1.30691,1.2940200000000002
1.30494,1.30415,1.30567,1.30691,1.2940200000000002,1.29601
1.30415,1.30567,1.30691,1.2940200000000002,1.29601,1.2940200000000002
1.30567,1.30691,1.2940200000000002,1.29601,1.2940200000000002,1.29328
1.30691,1.2940200000000002,1.29601,1.2940200000000002,1.29328,1.30485
1.2940200000000002,1.29601,1.2940200000000002,1.29328,1.30485,1.2941
1.29601,1.2940200000000002,1.29328,1.30485,1.2941,1.27875
1.2940200000000002,1.29328,1.30485,1.2941,1.27875,1.2720799999999999
1.29328,1.30485,1.2941,1.27875,1.2720799999999999,1.2764
1.30485,1.2941,1.27875,1.2720799999999999,1.2764,1.2777100000000001
1.2941,1.27875,1.2720799999999999,1.2764,1.2777100000000001,1.27054
1.27875,1.2720799999999999,1.2764,1.2777100000000001,1.27054,1.2813
1.2720799999999999,1.2764,1.2777100000000001,1.27054,1.2813,1.26824
1.2764,1.2777100000000001,1.27054,1.2813,1.26824,1.2665799999999998
1.2777100000000001,1.27054,1.2813,1.26824,1.2665799999999998,1.27356
1.27054,1.2813,1.26824,1.2665799999999998,1.27356,1.28625
1.2813,1.26824,1.2665799999999998,1.27356,1.28625,1.29681
1.26824,1.2665799999999998,1.27356,1.28625,1.29681,1.29319
1.2665799999999998,1.27356,1.28625,1.29681,1.29319,1.30119
1.27356,1.28625,1.29681,1.29319,1.30119,1.30348
1.28625,1.29681,1.29319,1.30119,1.30348,1.3105799999999999
1.29681,1.29319,1.30119,1.30348,1.3105799999999999,1.31081
1.29319,1.30119,1.30348,1.3105799999999999,1.31081,1.3217700000000001
1.30119,1.30348,1.3105799999999999,1.31081,1.3217700000000001,1.31423
1.30348,1.3105799999999999,1.31081,1.3217700000000001,1.31423,1.3082
1.3105799999999999,1.31081,1.3217700000000001,1.31423,1.3082,1.31597
1.31081,1.3217700000000001,1.31423,1.3082,1.31597,1.31433
1.3217700000000001,1.31423,1.3082,1.31597,1.31433,1.31451
1.31423,1.3082,1.31597,1.31433,1.31451,1.3129
1.3082,1.31597,1.31433,1.31451,1.3129,1.3259299999999998
1.31597,1.31433,1.31451,1.3129,1.3259299999999998,1.32596
1.31433,1.31451,1.3129,1.3259299999999998,1.32596,1.32847
1.31451,1.3129,1.3259299999999998,1.32596,1.32847,1.31716
1.3129,1.3259299999999998,1.32596,1.32847,1.31716,1.31855
1.3259299999999998,1.32596,1.32847,1.31716,1.31855,1.3133
1.32596,1.32847,1.31716,1.31855,1.3133,1.30639
1.32847,1.31716,1.31855,1.3133,1.30639,1.31293
1.31716,1.31855,1.3133,1.30639,1.31293,1.31556
1.31855,1.3133,1.30639,1.31293,1.31556,1.32402
1.3133,1.30639,1.31293,1.31556,1.32402,1.32293
1.30639,1.31293,1.31556,1.32402,1.32293,1.32463
1.31293,1.31556,1.32402,1.32293,1.32463,1.3371
1.31556,1.32402,1.32293,1.32463,1.3371,1.34641
1.32402,1.32293,1.32463,1.3371,1.34641,1.33969
1.32293,1.32463,1.3371,1.34641,1.33969,1.3456299999999999
1.32463,1.3371,1.34641,1.33969,1.3456299999999999,1.33238
1.3371,1.34641,1.33969,1.3456299999999999,1.33238,1.33084
1.34641,1.33969,1.3456299999999999,1.33238,1.33084,1.32034
1.33969,1.3456299999999999,1.33238,1.33084,1.32034,1.32162
1.3456299999999999,1.33238,1.33084,1.32034,1.32162,1.31113
1.33238,1.33084,1.32034,1.32162,1.31113,1.3148600000000001
1.33084,1.32034,1.32162,1.31113,1.3148600000000001,1.32725
1.32034,1.32162,1.31113,1.3148600000000001,1.32725,1.3114
1.32162,1.31113,1.3148600000000001,1.32725,1.3114,1.31534
1.31113,1.3148600000000001,1.32725,1.3114,1.31534,1.30827
1.3148600000000001,1.32725,1.3114,1.31534,1.30827,1.30315
1.32725,1.3114,1.31534,1.30827,1.30315,1.30795
1.3114,1.31534,1.30827,1.30315,1.30795,1.31649
1.31534,1.30827,1.30315,1.30795,1.31649,1.3238
1.30827,1.30315,1.30795,1.31649,1.3238,1.3223
1.30315,1.30795,1.31649,1.3238,1.3223,1.32154
1.30795,1.31649,1.3238,1.3223,1.32154,1.31997
1.31649,1.3238,1.3223,1.32154,1.31997,1.32659
1.3238,1.3223,1.32154,1.31997,1.32659,1.33556
1.3223,1.32154,1.31997,1.32659,1.33556,1.33124
1.32154,1.31997,1.32659,1.33556,1.33124,1.33159
1.31997,1.32659,1.33556,1.33124,1.33159,1.3301
1.32659,1.33556,1.33124,1.33159,1.3301,1.33355
1.33556,1.33124,1.33159,1.3301,1.33355,1.3319299999999998
1.33124,1.33159,1.3301,1.33355,1.3319299999999998,1.32326
1.33159,1.3301,1.33355,1.3319299999999998,1.32326,1.31413
1.3301,1.33355,1.3319299999999998,1.32326,1.31413,1.30651
1.33355,1.3319299999999998,1.32326,1.31413,1.30651,1.3096
1.3319299999999998,1.32326,1.31413,1.30651,1.3096,1.31045
1.32326,1.31413,1.30651,1.3096,1.31045,1.30809
1.31413,1.30651,1.3096,1.31045,1.30809,1.31079
1.30651,1.3096,1.31045,1.30809,1.31079,1.31864
1.3096,1.31045,1.30809,1.31079,1.31864,1.30741
1.31045,1.30809,1.31079,1.31864,1.30741,1.31409
1.30809,1.31079,1.31864,1.30741,1.31409,1.31246
1.31079,1.31864,1.30741,1.31409,1.31246,1.31218
1.31864,1.30741,1.31409,1.31246,1.31218,1.3136299999999999
1.30741,1.31409,1.31246,1.31218,1.3136299999999999,1.32104
1.31409,1.31246,1.31218,1.3136299999999999,1.32104,1.31549
1.31246,1.31218,1.3136299999999999,1.32104,1.31549,1.3196
1.31218,1.3136299999999999,1.32104,1.31549,1.3196,1.3215299999999999
1.3136299999999999,1.32104,1.31549,1.3196,1.3215299999999999,1.32179
1.32104,1.31549,1.3196,1.3215299999999999,1.32179,1.32362
1.31549,1.3196,1.3215299999999999,1.32179,1.32362,1.32374
1.3196,1.3215299999999999,1.32179,1.32362,1.32374,1.3235700000000001
1.3215299999999999,1.32179,1.32362,1.32374,1.3235700000000001,1.31571
1.32179,1.32362,1.32374,1.3235700000000001,1.31571,1.31514
1.32362,1.32374,1.3235700000000001,1.31571,1.31514,1.30875
1.32374,1.3235700000000001,1.31571,1.31514,1.30875,1.30493
1.3235700000000001,1.31571,1.31514,1.30875,1.30493,1.30034
1.31571,1.31514,1.30875,1.30493,1.30034,1.2927
1.31514,1.30875,1.30493,1.30034,1.2927,1.29345
1.30875,1.30493,1.30034,1.2927,1.29345,1.29214
1.30493,1.30034,1.2927,1.29345,1.29214,1.2822
1.30034,1.2927,1.29345,1.29214,1.2822,1.27284
1.2927,1.29345,1.29214,1.2822,1.27284,1.27147
1.29345,1.29214,1.2822,1.27284,1.27147,1.26969
1.29214,1.2822,1.27284,1.27147,1.26969,1.27739
1.2822,1.27284,1.27147,1.26969,1.27739,1.28167
1.27284,1.27147,1.26969,1.27739,1.28167,1.26817
1.27147,1.26969,1.27739,1.28167,1.26817,1.25794
1.26969,1.27739,1.28167,1.26817,1.25794,1.253
1.27739,1.28167,1.26817,1.25794,1.253,1.25111
1.28167,1.26817,1.25794,1.253,1.25111,1.25399
1.26817,1.25794,1.253,1.25111,1.25399,1.25011
1.25794,1.253,1.25111,1.25399,1.25011,1.23653
1.253,1.25111,1.25399,1.25011,1.23653,1.23645
1.25111,1.25399,1.25011,1.23653,1.23645,1.24177
1.25399,1.25011,1.23653,1.23645,1.24177,1.24975
1.25011,1.23653,1.23645,1.24177,1.24975,1.24511
1.23653,1.23645,1.24177,1.24975,1.24511,1.25796
1.23645,1.24177,1.24975,1.24511,1.25796,1.25583
1.24177,1.24975,1.24511,1.25796,1.25583,1.24986
1.24975,1.24511,1.25796,1.25583,1.24986,1.24816
1.24511,1.25796,1.25583,1.24986,1.24816,1.2502
1.25796,1.25583,1.24986,1.24816,1.2502,1.2555399999999999
1.25583,1.24986,1.24816,1.2502,1.2555399999999999,1.26305
1.24986,1.24816,1.2502,1.2555399999999999,1.26305,1.26557
1.24816,1.2502,1.2555399999999999,1.26305,1.26557,1.25735
1.2502,1.2555399999999999,1.26305,1.26557,1.25735,1.26837
1.2555399999999999,1.26305,1.26557,1.25735,1.26837,1.27041
1.26305,1.26557,1.25735,1.26837,1.27041,1.25389
1.26557,1.25735,1.26837,1.27041,1.25389,1.25606
1.25735,1.26837,1.27041,1.25389,1.25606,1.25023
1.26837,1.27041,1.25389,1.25606,1.25023,1.24908
1.27041,1.25389,1.25606,1.25023,1.24908,1.24675
1.25389,1.25606,1.25023,1.24908,1.24675,1.24419
1.25606,1.25023,1.24908,1.24675,1.24419,1.26548
1.25023,1.24908,1.24675,1.24419,1.26548,1.25758
1.24908,1.24675,1.24419,1.26548,1.25758,1.26061
1.24675,1.24419,1.26548,1.25758,1.26061,1.25239
1.24419,1.26548,1.25758,1.26061,1.25239,1.2390700000000001
1.26548,1.25758,1.26061,1.25239,1.2390700000000001,1.22812
1.25758,1.26061,1.25239,1.2390700000000001,1.22812,1.23116
1.26061,1.25239,1.2390700000000001,1.22812,1.23116,1.22486
1.25239,1.2390700000000001,1.22812,1.23116,1.22486,1.2236799999999999
1.2390700000000001,1.22812,1.23116,1.22486,1.2236799999999999,1.22022
1.22812,1.23116,1.22486,1.2236799999999999,1.22022,1.224
1.23116,1.22486,1.2236799999999999,1.22022,1.224,1.22712
1.22486,1.2236799999999999,1.22022,1.224,1.22712,1.22932
1.2236799999999999,1.22022,1.224,1.22712,1.22932,1.22823
1.22022,1.224,1.22712,1.22932,1.22823,1.22805
1.224,1.22712,1.22932,1.22823,1.22805,1.21556
1.22712,1.22932,1.22823,1.22805,1.21556,1.21148
1.22932,1.22823,1.22805,1.21556,1.21148,1.20591
1.22823,1.22805,1.21556,1.21148,1.20591,1.2155
1.22805,1.21556,1.21148,1.20591,1.2155,1.22805
1.21556,1.21148,1.20591,1.2155,1.22805,1.23006
1.21148,1.20591,1.2155,1.22805,1.23006,1.2259799999999998
1.20591,1.2155,1.22805,1.23006,1.2259799999999998,1.23001
1.2155,1.22805,1.23006,1.2259799999999998,1.23001,1.22235
1.22805,1.23006,1.2259799999999998,1.23001,1.22235,1.21796
1.23006,1.2259799999999998,1.23001,1.22235,1.21796,1.23797
1.2259799999999998,1.23001,1.22235,1.21796,1.23797,1.23996
1.23001,1.22235,1.21796,1.23797,1.23996,1.23981
1.22235,1.21796,1.23797,1.23996,1.23981,1.23642
1.21796,1.23797,1.23996,1.23981,1.23642,1.23042
1.23797,1.23996,1.23981,1.23642,1.23042,1.22926
1.23996,1.23981,1.23642,1.23042,1.22926,1.23307
1.23981,1.23642,1.23042,1.22926,1.23307,1.23212
1.23642,1.23042,1.22926,1.23307,1.23212,1.22888
1.23042,1.22926,1.23307,1.23212,1.22888,1.23548
1.22926,1.23307,1.23212,1.22888,1.23548,1.23318
1.23307,1.23212,1.22888,1.23548,1.23318,1.23437
1.23212,1.22888,1.23548,1.23318,1.23437,1.24712
1.22888,1.23548,1.23318,1.23437,1.24712,1.25272
1.23548,1.23318,1.23437,1.24712,1.25272,1.2561799999999999
1.23318,1.23437,1.24712,1.25272,1.2561799999999999,1.25111
1.23437,1.24712,1.25272,1.2561799999999999,1.25111,1.24978
1.24712,1.25272,1.2561799999999999,1.25111,1.24978,1.25634
1.25272,1.2561799999999999,1.25111,1.24978,1.25634,1.25291
1.2561799999999999,1.25111,1.24978,1.25634,1.25291,1.2505
1.25111,1.24978,1.25634,1.25291,1.2505,1.25769
1.24978,1.25634,1.25291,1.2505,1.25769,1.25915
1.25634,1.25291,1.2505,1.25769,1.25915,1.25653
1.25291,1.2505,1.25769,1.25915,1.25653,1.25987
1.2505,1.25769,1.25915,1.25653,1.25987,1.26288
1.25769,1.25915,1.25653,1.25987,1.26288,1.28036
1.25915,1.25653,1.25987,1.26288,1.28036,1.27576
1.25653,1.25987,1.26288,1.28036,1.27576,1.28538
1.25987,1.26288,1.28036,1.27576,1.28538,1.28983
1.26288,1.28036,1.27576,1.28538,1.28983,1.29863
1.28036,1.27576,1.28538,1.28983,1.29863,1.31185
1.27576,1.28538,1.28983,1.29863,1.31185,1.31156
1.28538,1.28983,1.29863,1.31185,1.31156,1.3045799999999999
1.28983,1.29863,1.31185,1.31156,1.3045799999999999,1.3047
1.29863,1.31185,1.31156,1.3045799999999999,1.3047,1.29674
1.31185,1.31156,1.3045799999999999,1.3047,1.29674,1.29845
1.31156,1.3045799999999999,1.3047,1.29674,1.29845,1.2929700000000002
1.3045799999999999,1.3047,1.29674,1.29845,1.2929700000000002,1.28996
1.3047,1.29674,1.29845,1.2929700000000002,1.28996,1.28725
1.29674,1.29845,1.2929700000000002,1.28996,1.28725,1.29122
1.29845,1.2929700000000002,1.28996,1.28725,1.29122,1.28512
1.2929700000000002,1.28996,1.28725,1.29122,1.28512,1.28869
1.28996,1.28725,1.29122,1.28512,1.28869,1.29179
1.28725,1.29122,1.28512,1.28869,1.29179,1.2904200000000001
1.29122,1.28512,1.28869,1.29179,1.2904200000000001,1.30169
1.28512,1.28869,1.29179,1.2904200000000001,1.30169,1.30275
1.28869,1.29179,1.2904200000000001,1.30169,1.30275,1.2966600000000001
1.29179,1.2904200000000001,1.30169,1.30275,1.2966600000000001,1.28843
1.2904200000000001,1.30169,1.30275,1.2966600000000001,1.28843,1.2874
1.30169,1.30275,1.2966600000000001,1.28843,1.2874,1.29265
1.30275,1.2966600000000001,1.28843,1.2874,1.29265,1.29545
1.2966600000000001,1.28843,1.2874,1.29265,1.29545,1.29474
1.28843,1.2874,1.29265,1.29545,1.29474,1.30519
1.2874,1.29265,1.29545,1.29474,1.30519,1.31175
1.29265,1.29545,1.29474,1.30519,1.31175,1.30654
1.29545,1.29474,1.30519,1.31175,1.30654,1.30197
1.29474,1.30519,1.31175,1.30654,1.30197,1.30584
1.30519,1.31175,1.30654,1.30197,1.30584,1.29853
1.31175,1.30654,1.30197,1.30584,1.29853,1.29716
1.30654,1.30197,1.30584,1.29853,1.29716,1.2932299999999999
1.30197,1.30584,1.29853,1.29716,1.2932299999999999,1.29341
1.30584,1.29853,1.29716,1.2932299999999999,1.29341,1.2903
1.29853,1.29716,1.2932299999999999,1.29341,1.2903,1.29601
1.29716,1.2932299999999999,1.29341,1.2903,1.29601,1.29585
1.2932299999999999,1.29341,1.2903,1.29601,1.29585,1.29417
1.29341,1.2903,1.29601,1.29585,1.29417,1.28294
1.2903,1.29601,1.29585,1.29417,1.28294,1.27949
1.29601,1.29585,1.29417,1.28294,1.27949,1.28132
1.29585,1.29417,1.28294,1.27949,1.28132,1.27701
1.29417,1.28294,1.27949,1.28132,1.27701,1.27455
1.28294,1.27949,1.28132,1.27701,1.27455,1.2708899999999999
1.27949,1.28132,1.27701,1.27455,1.2708899999999999,1.27084
1.28132,1.27701,1.27455,1.2708899999999999,1.27084,1.2703
1.27701,1.27455,1.2708899999999999,1.27084,1.2703,1.27346
1.27455,1.2708899999999999,1.27084,1.2703,1.27346,1.27796
1.2708899999999999,1.27084,1.2703,1.27346,1.27796,1.27358
1.27084,1.2703,1.27346,1.27796,1.27358,1.28121
1.2703,1.27346,1.27796,1.27358,1.28121,1.28157
1.27346,1.27796,1.27358,1.28121,1.28157,1.28274
1.27796,1.27358,1.28121,1.28157,1.28274,1.28826
1.27358,1.28121,1.28157,1.28274,1.28826,1.2976
1.28121,1.28157,1.28274,1.28826,1.2976,1.29706
1.28157,1.28274,1.28826,1.2976,1.29706,1.29415
1.28274,1.28826,1.2976,1.29706,1.29415,1.29519
1.28826,1.2976,1.29706,1.29415,1.29519,1.29772
1.2976,1.29706,1.29415,1.29519,1.29772,1.3003200000000001
1.29706,1.29415,1.29519,1.29772,1.3003200000000001,1.3052
1.29415,1.29519,1.29772,1.3003200000000001,1.3052,1.30924
1.29519,1.29772,1.3003200000000001,1.3052,1.30924,1.3065799999999999
1.29772,1.3003200000000001,1.3052,1.30924,1.3065799999999999,1.29645
1.3003200000000001,1.3052,1.30924,1.3065799999999999,1.29645,1.29288
1.3052,1.30924,1.3065799999999999,1.29645,1.29288,1.2939100000000001
1.30924,1.3065799999999999,1.29645,1.29288,1.2939100000000001,1.3003799999999999
1.3065799999999999,1.29645,1.29288,1.2939100000000001,1.3003799999999999,1.30724
1.29645,1.29288,1.2939100000000001,1.3003799999999999,1.30724,1.3075700000000001
1.29288,1.2939100000000001,1.3003799999999999,1.30724,1.3075700000000001,1.3154700000000001
1.2939100000000001,1.3003799999999999,1.30724,1.3075700000000001,1.3154700000000001,1.31625
1.3003799999999999,1.30724,1.3075700000000001,1.3154700000000001,1.31625,1.32269
1.30724,1.3075700000000001,1.3154700000000001,1.31625,1.32269,1.3225
1.3075700000000001,1.3154700000000001,1.31625,1.32269,1.3225,1.32425
1.3154700000000001,1.31625,1.32269,1.3225,1.32425,1.31816
1.31625,1.32269,1.3225,1.32425,1.31816,1.3176299999999999
1.32269,1.3225,1.32425,1.31816,1.3176299999999999,1.32209
1.3225,1.32425,1.31816,1.3176299999999999,1.32209,1.32336
1.32425,1.31816,1.3176299999999999,1.32209,1.32336,1.3214700000000001
1.31816,1.3176299999999999,1.32209,1.32336,1.3214700000000001,1.3183799999999999
1.3176299999999999,1.32209,1.32336,1.3214700000000001,1.3183799999999999,1.3183799999999999
1.32209,1.32336,1.3214700000000001,1.3183799999999999,1.3183799999999999,1.30475
1.32336,1.3214700000000001,1.3183799999999999,1.3183799999999999,1.30475,1.30795
1.3214700000000001,1.3183799999999999,1.3183799999999999,1.30475,1.30795,1.31152
1.3183799999999999,1.3183799999999999,1.30475,1.30795,1.31152,1.30799
1.3183799999999999,1.30475,1.30795,1.31152,1.30799,1.30636
1.30475,1.30795,1.31152,1.30799,1.30636,1.32692
1.30795,1.31152,1.30799,1.30636,1.32692,1.33351
1.31152,1.30799,1.30636,1.32692,1.33351,1.3380100000000001
1.30799,1.30636,1.32692,1.33351,1.3380100000000001,1.33039
1.30636,1.32692,1.33351,1.3380100000000001,1.33039,1.3287799999999999
1.32692,1.33351,1.3380100000000001,1.33039,1.3287799999999999,1.33677
1.33351,1.3380100000000001,1.33039,1.3287799999999999,1.33677,1.33198
1.3380100000000001,1.33039,1.3287799999999999,1.33677,1.33198,1.33125
1.33039,1.3287799999999999,1.33677,1.33198,1.33125,1.3322100000000001
1.3287799999999999,1.33677,1.33198,1.33125,1.3322100000000001,1.33168
1.33677,1.33198,1.33125,1.3322100000000001,1.33168,1.33751
1.33198,1.33125,1.3322100000000001,1.33168,1.33751,1.34589
1.33125,1.3322100000000001,1.33168,1.33751,1.34589,1.34544
1.3322100000000001,1.33168,1.33751,1.34589,1.34544,1.34895
1.33168,1.33751,1.34589,1.34544,1.34895,1.35661
1.33751,1.34589,1.34544,1.34895,1.35661,1.3575700000000002
1.34589,1.34544,1.34895,1.35661,1.3575700000000002,1.36543
1.34544,1.34895,1.35661,1.3575700000000002,1.36543,1.35123
1.34895,1.35661,1.3575700000000002,1.36543,1.35123,1.3582100000000001
1.35661,1.3575700000000002,1.36543,1.35123,1.3582100000000001,1.35207
1.3575700000000002,1.36543,1.35123,1.3582100000000001,1.35207,1.3394700000000002
1.36543,1.35123,1.3582100000000001,1.35207,1.3394700000000002,1.33648
1.35123,1.3582100000000001,1.35207,1.3394700000000002,1.33648,1.34049
1.3582100000000001,1.35207,1.3394700000000002,1.33648,1.34049,1.34517
1.35207,1.3394700000000002,1.33648,1.34049,1.34517,1.34501
1.3394700000000002,1.33648,1.34049,1.34517,1.34501,1.3362100000000001
1.33648,1.34049,1.34517,1.34501,1.3362100000000001,1.33608
1.34049,1.34517,1.34501,1.3362100000000001,1.33608,1.33502
1.34517,1.34501,1.3362100000000001,1.33608,1.33502,1.33874
1.34501,1.3362100000000001,1.33608,1.33502,1.33874,1.32781
1.3362100000000001,1.33608,1.33502,1.33874,1.32781,1.31889
1.33608,1.33502,1.33874,1.32781,1.31889,1.31863
1.33502,1.33874,1.32781,1.31889,1.31863,1.30613
1.33874,1.32781,1.31889,1.31863,1.30613,1.30599
1.32781,1.31889,1.31863,1.30613,1.30599,1.3138299999999998
1.31889,1.31863,1.30613,1.30599,1.3138299999999998,1.30555
1.31863,1.30613,1.30599,1.3138299999999998,1.30555,1.30207
1.30613,1.30599,1.3138299999999998,1.30555,1.30207,1.30249
1.30599,1.3138299999999998,1.30555,1.30207,1.30249,1.30502
1.3138299999999998,1.30555,1.30207,1.30249,1.30502,1.2965799999999998
1.30555,1.30207,1.30249,1.30502,1.2965799999999998,1.3106
1.30207,1.30249,1.30502,1.2965799999999998,1.3106,1.2997
1.30249,1.30502,1.2965799999999998,1.3106,1.2997,1.30449
1.30502,1.2965799999999998,1.3106,1.2997,1.30449,1.30328
1.2965799999999998,1.3106,1.2997,1.30449,1.30328,1.296
1.3106,1.2997,1.30449,1.30328,1.296,1.30034
1.2997,1.30449,1.30328,1.296,1.30034,1.30576
1.30449,1.30328,1.296,1.30034,1.30576,1.2954299999999999
1.30328,1.296,1.30034,1.30576,1.2954299999999999,1.2879399999999999
1.296,1.30034,1.30576,1.2954299999999999,1.2879399999999999,1.29318
1.30034,1.30576,1.2954299999999999,1.2879399999999999,1.29318,1.28952
1.30576,1.2954299999999999,1.2879399999999999,1.29318,1.28952,1.29835
1.2954299999999999,1.2879399999999999,1.29318,1.28952,1.29835,1.28514
1.2879399999999999,1.29318,1.28952,1.29835,1.28514,1.28609
1.29318,1.28952,1.29835,1.28514,1.28609,1.2776100000000001
1.28952,1.29835,1.28514,1.28609,1.2776100000000001,1.2818200000000002
1.29835,1.28514,1.28609,1.2776100000000001,1.2818200000000002,1.28193
1.28514,1.28609,1.2776100000000001,1.2818200000000002,1.28193,1.28483
