0,1,2,3,4,target
1.4963,1.4925,1.4861,1.496,1.4968,1.5133
1.4925,1.4861,1.496,1.4968,1.5133,1.5019
1.4861,1.496,1.4968,1.5133,1.5019,1.4967
1.496,1.4968,1.5133,1.5019,1.4967,1.5004
1.4968,1.5133,1.5019,1.4967,1.5004,1.508
1.5133,1.5019,1.4967,1.5004,1.508,1.5044
1.5019,1.4967,1.5004,1.508,1.5044,1.5052
1.4967,1.5004,1.508,1.5044,1.5052,1.4845
1.5004,1.508,1.5044,1.5052,1.4845,1.4826
1.508,1.5044,1.5052,1.4845,1.4826,1.4702
1.5044,1.5052,1.4845,1.4826,1.4702,1.4725
1.5052,1.4845,1.4826,1.4702,1.4725,1.4731
1.4845,1.4826,1.4702,1.4725,1.4731,1.4628
1.4826,1.4702,1.4725,1.4731,1.4628,1.4656
1.4702,1.4725,1.4731,1.4628,1.4656,1.4537
1.4725,1.4731,1.4628,1.4656,1.4537,1.453
1.4731,1.4628,1.4656,1.4537,1.453,1.4337
1.4628,1.4656,1.4537,1.453,1.4337,1.4335
1.4656,1.4537,1.453,1.4337,1.4335,1.4276
1.4537,1.453,1.4337,1.4335,1.4276,1.4248
1.453,1.4337,1.4335,1.4276,1.4248,1.4337
1.4337,1.4335,1.4276,1.4248,1.4337,1.4358
1.4335,1.4276,1.4248,1.4337,1.4358,1.4378
1.4276,1.4248,1.4337,1.4358,1.4378,1.4352
1.4248,1.4337,1.4358,1.4378,1.4352,1.4338
1.4337,1.4358,1.4378,1.4352,1.4338,1.4326
1.4358,1.4378,1.4352,1.4338,1.4326,1.4413
1.4378,1.4352,1.4338,1.4326,1.4413,1.4365
1.4352,1.4338,1.4326,1.4413,1.4365,1.4406
1.4338,1.4326,1.4413,1.4365,1.4406,1.4307
1.4326,1.4413,1.4365,1.4406,1.4307,1.4416
1.4413,1.4365,1.4406,1.4307,1.4416,1.4512
1.4365,1.4406,1.4307,1.4416,1.4512,1.4484
1.4406,1.4307,1.4416,1.4512,1.4484,1.451
1.4307,1.4416,1.4512,1.4484,1.451,1.4499
1.4416,1.4512,1.4484,1.451,1.4499,1.4379
1.4512,1.4484,1.451,1.4499,1.4379,1.4383
1.4484,1.451,1.4499,1.4379,1.4383,1.4287
1.451,1.4499,1.4379,1.4383,1.4287,1.4106
1.4499,1.4379,1.4383,1.4287,1.4106,1.4083
1.4379,1.4383,1.4287,1.4106,1.4083,1.414
1.4383,1.4287,1.4106,1.4083,1.414,1.415
1.4287,1.4106,1.4083,1.414,1.415,1.4071
1.4106,1.4083,1.414,1.415,1.4071,1.4023
1.4083,1.414,1.415,1.4071,1.4023,1.3971
1.414,1.415,1.4071,1.4023,1.3971,1.3865
1.415,1.4071,1.4023,1.3971,1.3865,1.393
1.4071,1.4023,1.3971,1.3865,1.393,1.3963
1.4023,1.3971,1.3865,1.393,1.3963,1.3893
1.3971,1.3865,1.393,1.3963,1.3893,1.3722
1.3865,1.393,1.3963,1.3893,1.3722,1.3664
1.393,1.3963,1.3893,1.3722,1.3664,1.3648
1.3963,1.3893,1.3722,1.3664,1.3648,1.3796
1.3893,1.3722,1.3664,1.3648,1.3796,1.3736
1.3722,1.3664,1.3648,1.3796,1.3736,1.3692
1.3664,1.3648,1.3796,1.3736,1.3692,1.3616
1.3648,1.3796,1.3736,1.3692,1.3616,1.3598
1.3796,1.3736,1.3692,1.3616,1.3598,1.377
1.3736,1.3692,1.3616,1.3598,1.377,1.3606
1.3692,1.3616,1.3598,1.377,1.3606,1.3524
1.3616,1.3598,1.377,1.3606,1.3524,1.3594
1.3598,1.377,1.3606,1.3524,1.3594,1.3595
1.377,1.3606,1.3524,1.3594,1.3595,1.3507
1.3606,1.3524,1.3594,1.3595,1.3507,1.3538
1.3524,1.3594,1.3595,1.3507,1.3538,1.3547
1.3594,1.3595,1.3507,1.3538,1.3547,1.3615
1.3595,1.3507,1.3538,1.3547,1.3615,1.3559
1.3507,1.3538,1.3547,1.3615,1.3559,1.3614
1.3538,1.3547,1.3615,1.3559,1.3614,1.3696
1.3547,1.3615,1.3559,1.3614,1.3696,1.358
1.3615,1.3559,1.3614,1.3696,1.358,1.362
1.3559,1.3614,1.3696,1.358,1.362,1.3633
1.3614,1.3696,1.358,1.362,1.3633,1.3601
1.3696,1.358,1.362,1.3633,1.3601,1.3656
1.358,1.362,1.3633,1.3601,1.3656,1.368
1.362,1.3633,1.3601,1.3656,1.368,1.3761
1.3633,1.3601,1.3656,1.368,1.3761,1.3676
1.3601,1.3656,1.368,1.3761,1.3676,1.3765
1.3656,1.368,1.3761,1.3676,1.3765,1.3737
1.368,1.3761,1.3676,1.3765,1.3737,1.3607
1.3761,1.3676,1.3765,1.3737,1.3607,1.3535
1.3676,1.3765,1.3737,1.3607,1.3535,1.3557
1.3765,1.3737,1.3607,1.3535,1.3557,1.3497
1.3737,1.3607,1.3535,1.3557,1.3497,1.3313
1.3607,1.3535,1.3557,1.3497,1.3313,1.3272
1.3535,1.3557,1.3497,1.3313,1.3272,1.3414
1.3557,1.3497,1.3313,1.3272,1.3414,1.3482
1.3497,1.3313,1.3272,1.3414,1.3482,1.3413
1.3313,1.3272,1.3414,1.3482,1.3413,1.3509
1.3272,1.3414,1.3482,1.3413,1.3509,1.3588
1.3414,1.3482,1.3413,1.3509,1.3588,1.349
1.3482,1.3413,1.3509,1.3588,1.349,1.3483
1.3413,1.3509,1.3588,1.349,1.3483,1.3398
1.3509,1.3588,1.349,1.3483,1.3398,1.3343
1.3588,1.349,1.3483,1.3398,1.3343,1.336
1.349,1.3483,1.3398,1.3343,1.336,1.3493
1.3483,1.3398,1.3343,1.336,1.3493,1.3591
1.3398,1.3343,1.336,1.3493,1.3591,1.3613
1.3343,1.336,1.3493,1.3591,1.3613,1.3653
1.336,1.3493,1.3591,1.3613,1.3653,1.3572
1.3493,1.3591,1.3613,1.3653,1.3572,1.3509
1.3591,1.3613,1.3653,1.3572,1.3509,1.3489
1.3613,1.3653,1.3572,1.3509,1.3489,1.3434
1.3653,1.3572,1.3509,1.3489,1.3434,1.3388
1.3572,1.3509,1.3489,1.3434,1.3388,1.3294
1.3509,1.3489,1.3434,1.3388,1.3294,1.3373
1.3489,1.3434,1.3388,1.3294,1.3373,1.3382
1.3434,1.3388,1.3294,1.3373,1.3382,1.3174
1.3388,1.3294,1.3373,1.3382,1.3174,1.3219
1.3294,1.3373,1.3382,1.3174,1.3219,1.3233
1.3373,1.3382,1.3174,1.3219,1.3233,1.3313
1.3382,1.3174,1.3219,1.3233,1.3313,1.3194
1.3174,1.3219,1.3233,1.3313,1.3194,1.2986
1.3219,1.3233,1.3313,1.3194,1.2986,1.2813
1.3233,1.3313,1.3194,1.2986,1.2813,1.262
1.3313,1.3194,1.2986,1.2813,1.262,1.273
1.3194,1.2986,1.2813,1.262,1.273,1.2786
1.2986,1.2813,1.262,1.273,1.2786,1.2662
1.2813,1.262,1.273,1.2786,1.2662,1.2613
1.262,1.273,1.2786,1.2662,1.2613,1.2534
1.273,1.2786,1.2662,1.2613,1.2534,1.2381
1.2786,1.2662,1.2613,1.2534,1.2381,1.2395
1.2662,1.2613,1.2534,1.2381,1.2395,1.2202
1.2613,1.2534,1.2381,1.2395,1.2202,1.2414
1.2534,1.2381,1.2395,1.2202,1.2414,1.2485
1.2381,1.2395,1.2202,1.2414,1.2485,1.2572
1.2395,1.2202,1.2414,1.2485,1.2572,1.2371
1.2202,1.2414,1.2485,1.2572,1.2371,1.2344
1.2414,1.2485,1.2572,1.2371,1.2344,1.2177
1.2485,1.2572,1.2371,1.2344,1.2177,1.2361
1.2572,1.2371,1.2344,1.2177,1.2361,1.2268
1.2371,1.2344,1.2177,1.2361,1.2268,1.2304
1.2344,1.2177,1.2361,1.2268,1.2304,1.2229
1.2177,1.2361,1.2268,1.2304,1.2229,1.2249
1.2361,1.2268,1.2304,1.2229,1.2249,1.2162
1.2268,1.2304,1.2229,1.2249,1.2162,1.1965
1.2304,1.2229,1.2249,1.2162,1.1965,1.1923
1.2229,1.2249,1.2162,1.1965,1.1923,1.1972
1.2249,1.2162,1.1965,1.1923,1.1972,1.1978
1.2162,1.1965,1.1923,1.1972,1.1978,1.2125
1.1965,1.1923,1.1972,1.1978,1.2125,1.2093
1.1923,1.1972,1.1978,1.2125,1.2093,1.222
1.1972,1.1978,1.2125,1.2093,1.222,1.2332
1.1978,1.2125,1.2093,1.222,1.2332,1.2309
1.2125,1.2093,1.222,1.2332,1.2309,1.2388
1.2093,1.222,1.2332,1.2309,1.2388,1.2373
1.222,1.2332,1.2309,1.2388,1.2373,1.2312
1.2332,1.2309,1.2388,1.2373,1.2312,1.227
1.2309,1.2388,1.2373,1.2312,1.227,1.231
1.2388,1.2373,1.2312,1.227,1.231,1.2333
1.2373,1.2312,1.227,1.231,1.2333,1.2384
1.2312,1.227,1.231,1.2333,1.2384,1.2276
1.227,1.231,1.2333,1.2384,1.2276,1.2187
1.231,1.2333,1.2384,1.2276,1.2187,1.2236
1.2333,1.2384,1.2276,1.2187,1.2236,1.2526
1.2384,1.2276,1.2187,1.2236,1.2526,1.2548
1.2276,1.2187,1.2236,1.2526,1.2548,1.2537
1.2187,1.2236,1.2526,1.2548,1.2537,1.2625
1.2236,1.2526,1.2548,1.2537,1.2625,1.2637
1.2526,1.2548,1.2537,1.2625,1.2637,1.2697
1.2548,1.2537,1.2625,1.2637,1.2697,1.2639
1.2537,1.2625,1.2637,1.2697,1.2639,1.2595
1.2625,1.2637,1.2697,1.2639,1.2595,1.2724
1.2637,1.2697,1.2639,1.2595,1.2724,1.2743
1.2697,1.2639,1.2595,1.2724,1.2743,1.2948
1.2639,1.2595,1.2724,1.2743,1.2948,1.2926
1.2595,1.2724,1.2743,1.2948,1.2926,1.2941
1.2724,1.2743,1.2948,1.2926,1.2941,1.288
1.2743,1.2948,1.2926,1.2941,1.288,1.2753
1.2948,1.2926,1.2941,1.288,1.2753,1.2892
1.2926,1.2941,1.288,1.2753,1.2892,1.2914
1.2941,1.288,1.2753,1.2892,1.2914,1.2993
1.288,1.2753,1.2892,1.2914,1.2993,1.2995
1.2753,1.2892,1.2914,1.2993,1.2995,1.2994
1.2892,1.2914,1.2993,1.2995,1.2994,1.3078
1.2914,1.2993,1.2995,1.2994,1.3078,1.303
1.2993,1.2995,1.2994,1.3078,1.303,1.3179
1.2995,1.2994,1.3078,1.303,1.3179,1.3229
1.2994,1.3078,1.303,1.3179,1.3229,1.3161
1.3078,1.303,1.3179,1.3229,1.3161,1.3187
1.303,1.3179,1.3229,1.3161,1.3187,1.3291
1.3179,1.3229,1.3161,1.3187,1.3291,1.3221
1.3229,1.3161,1.3187,1.3291,1.3221,1.3175
1.3161,1.3187,1.3291,1.3221,1.3175,1.2862
1.3187,1.3291,1.3221,1.3175,1.2862,1.2828
1.3291,1.3221,1.3175,1.2862,1.2828,1.2752
1.3221,1.3175,1.2862,1.2828,1.2752,1.2825
1.3175,1.2862,1.2828,1.2752,1.2825,1.288
1.2862,1.2828,1.2752,1.2825,1.288,1.2849
1.2828,1.2752,1.2825,1.288,1.2849,1.282
1.2752,1.2825,1.288,1.2849,1.282,1.2708
1.2825,1.288,1.2849,1.282,1.2708,1.2656
1.288,1.2849,1.282,1.2708,1.2656,1.2626
1.2849,1.282,1.2708,1.2656,1.2626,1.2658
1.282,1.2708,1.2656,1.2626,1.2658,1.2715
1.2708,1.2656,1.2626,1.2658,1.2715,1.2732
1.2656,1.2626,1.2658,1.2715,1.2732,1.2662
1.2626,1.2658,1.2715,1.2732,1.2662,1.2679
1.2658,1.2715,1.2732,1.2662,1.2679,1.2807
1.2715,1.2732,1.2662,1.2679,1.2807,1.2824
1.2732,1.2662,1.2679,1.2807,1.2824,1.2895
1.2662,1.2679,1.2807,1.2824,1.2895,1.2876
1.2679,1.2807,1.2824,1.2895,1.2876,1.2682
1.2807,1.2824,1.2895,1.2876,1.2682,1.272
1.2824,1.2895,1.2876,1.2682,1.272,1.2694
1.2895,1.2876,1.2682,1.272,1.2694,1.2709
1.2876,1.2682,1.272,1.2694,1.2709,1.2882
1.2682,1.272,1.2694,1.2709,1.2882,1.2997
1.272,1.2694,1.2709,1.2882,1.2997,1.301
1.2694,1.2709,1.2882,1.2997,1.301,1.3077
1.2709,1.2882,1.2997,1.301,1.3077,1.3036
1.2882,1.2997,1.301,1.3077,1.3036,1.306
1.2997,1.301,1.3077,1.3036,1.306,1.3263
1.301,1.3077,1.3036,1.306,1.3263,1.3405
1.3077,1.3036,1.306,1.3263,1.3405,1.3313
1.3036,1.306,1.3263,1.3405,1.3313,1.3491
1.306,1.3263,1.3405,1.3313,1.3491,1.3453
1.3263,1.3405,1.3313,1.3491,1.3453,1.3584
1.3405,1.3313,1.3491,1.3453,1.3584,1.3626
1.3313,1.3491,1.3453,1.3584,1.3626,1.3634
1.3491,1.3453,1.3584,1.3626,1.3634,1.3779
1.3453,1.3584,1.3626,1.3634,1.3779,1.3684
1.3584,1.3626,1.3634,1.3779,1.3684,1.3838
1.3626,1.3634,1.3779,1.3684,1.3838,1.393
1.3634,1.3779,1.3684,1.3838,1.393,1.3925
1.3779,1.3684,1.3838,1.393,1.3925,1.3928
1.3684,1.3838,1.393,1.3925,1.3928,1.3877
1.3838,1.393,1.3925,1.3928,1.3877,1.3924
1.393,1.3925,1.3928,1.3877,1.3924,1.3961
1.3925,1.3928,1.3877,1.3924,1.3961,1.4083
1.3928,1.3877,1.3924,1.3961,1.4083,1.3973
1.3877,1.3924,1.3961,1.4083,1.3973,1.3933
1.3924,1.3961,1.4083,1.3973,1.3933,1.3726
1.3961,1.4083,1.3973,1.3933,1.3726,1.3963
1.4083,1.3973,1.3933,1.3726,1.3963,1.3919
1.3973,1.3933,1.3726,1.3963,1.3919,1.3928
1.3933,1.3726,1.3963,1.3919,1.3928,1.3964
1.3726,1.3963,1.3919,1.3928,1.3964,1.3857
1.3963,1.3919,1.3928,1.3964,1.3857,1.3766
1.3919,1.3928,1.3964,1.3857,1.3766,1.3929
1.3928,1.3964,1.3857,1.3766,1.3929,1.3917
1.3964,1.3857,1.3766,1.3929,1.3917,1.3891
1.3857,1.3766,1.3929,1.3917,1.3891,1.4032
1.3766,1.3929,1.3917,1.3891,1.4032,1.4137
1.3929,1.3917,1.3891,1.4032,1.4137,1.4207
1.3917,1.3891,1.4032,1.4137,1.4207,1.4033
1.3891,1.4032,1.4137,1.4207,1.4033,1.3919
1.4032,1.4137,1.4207,1.4033,1.3919,1.3772
1.4137,1.4207,1.4033,1.3919,1.3772,1.3782
1.4207,1.4033,1.3919,1.3772,1.3782,1.3665
1.4033,1.3919,1.3772,1.3782,1.3665,1.3692
1.3919,1.3772,1.3782,1.3665,1.3692,1.3585
1.3772,1.3782,1.3665,1.3692,1.3585,1.3487
1.3782,1.3665,1.3692,1.3585,1.3487,1.3527
1.3665,1.3692,1.3585,1.3487,1.3527,1.364
1.3692,1.3585,1.3487,1.3527,1.364,1.3685
1.3585,1.3487,1.3527,1.364,1.3685,1.3624
1.3487,1.3527,1.364,1.3685,1.3624,1.3365
1.3527,1.364,1.3685,1.3624,1.3365,1.3333
1.364,1.3685,1.3624,1.3365,1.3333,1.336
1.3685,1.3624,1.3365,1.3333,1.336,1.3247
1.3624,1.3365,1.3333,1.336,1.3247,1.3125
1.3365,1.3333,1.336,1.3247,1.3125,1.298
1.3333,1.336,1.3247,1.3125,1.298,1.3137
1.336,1.3247,1.3125,1.298,1.3137,1.3207
1.3247,1.3125,1.298,1.3137,1.3207,1.341
1.3125,1.298,1.3137,1.3207,1.341,1.3306
1.298,1.3137,1.3207,1.341,1.3306,1.3259
1.3137,1.3207,1.341,1.3306,1.3259,1.326
1.3207,1.341,1.3306,1.3259,1.326,1.3236
1.341,1.3306,1.3259,1.326,1.3236,1.3227
1.3306,1.3259,1.326,1.3236,1.3227,1.339
1.3259,1.326,1.3236,1.3227,1.339,1.3377
1.326,1.3236,1.3227,1.339,1.3377,1.3212
1.3236,1.3227,1.339,1.3377,1.3212,1.3241
1.3227,1.339,1.3377,1.3212,1.3241,1.3184
1.339,1.3377,1.3212,1.3241,1.3184,1.3128
1.3377,1.3212,1.3241,1.3184,1.3128,1.3099
1.3212,1.3241,1.3184,1.3128,1.3099,1.3098
1.3241,1.3184,1.3128,1.3099,1.3098,1.3112
1.3184,1.3128,1.3099,1.3098,1.3112,1.3115
1.3128,1.3099,1.3098,1.3112,1.3115,1.3163
1.3099,1.3098,1.3112,1.3115,1.3163,1.3114
1.3098,1.3112,1.3115,1.3163,1.3114,1.3225
1.3112,1.3115,1.3163,1.3114,1.3225,1.3289
1.3115,1.3163,1.3114,1.3225,1.3289,1.3361
1.3163,1.3114,1.3225,1.3289,1.3361,1.33596
1.3114,1.3225,1.3289,1.3361,1.33596,1.33064
1.3225,1.3289,1.3361,1.33596,1.33064,1.31484
1.3289,1.3361,1.33596,1.33064,1.31484,1.30014
1.3361,1.33596,1.33064,1.31484,1.30014,1.29082
1.33596,1.33064,1.31484,1.30014,1.29082,1.29495
1.33064,1.31484,1.30014,1.29082,1.29495,1.29731
1.31484,1.30014,1.29082,1.29495,1.29731,1.31315
1.30014,1.29082,1.29495,1.29731,1.31315,1.33626
1.29082,1.29495,1.29731,1.31315,1.33626,1.33722
1.29495,1.29731,1.31315,1.33626,1.33722,1.32924
1.29731,1.31315,1.33626,1.33722,1.32924,1.33867
1.31315,1.33626,1.33722,1.32924,1.33867,1.3472
1.33626,1.33722,1.32924,1.33867,1.3472,1.34713
1.33722,1.32924,1.33867,1.3472,1.34713,1.36133
1.32924,1.33867,1.3472,1.34713,1.36133,1.36364
1.33867,1.3472,1.34713,1.36133,1.36364,1.3681299999999998
1.3472,1.34713,1.36133,1.36364,1.3681299999999998,1.37111
1.34713,1.36133,1.36364,1.3681299999999998,1.37111,1.37319
1.36133,1.36364,1.3681299999999998,1.37111,1.37319,1.36068
1.36364,1.3681299999999998,1.37111,1.37319,1.36068,1.36921
1.3681299999999998,1.37111,1.37319,1.36068,1.36921,1.38263
1.37111,1.37319,1.36068,1.36921,1.38263,1.3808799999999999
1.37319,1.36068,1.36921,1.38263,1.3808799999999999,1.3632600000000001
1.36068,1.36921,1.38263,1.3808799999999999,1.3632600000000001,1.35863
1.36921,1.38263,1.3808799999999999,1.3632600000000001,1.35863,1.35812
1.38263,1.3808799999999999,1.3632600000000001,1.35863,1.35812,1.3624
1.3808799999999999,1.3632600000000001,1.35863,1.35812,1.3624,1.3730799999999999
1.3632600000000001,1.35863,1.35812,1.3624,1.3730799999999999,1.36015
1.35863,1.35812,1.3624,1.3730799999999999,1.36015,1.35461
1.35812,1.3624,1.3730799999999999,1.36015,1.35461,1.3487
1.3624,1.3730799999999999,1.36015,1.35461,1.3487,1.34851
1.3730799999999999,1.36015,1.35461,1.3487,1.34851,1.3567200000000001
1.36015,1.35461,1.3487,1.34851,1.3567200000000001,1.36074
1.35461,1.3487,1.34851,1.3567200000000001,1.36074,1.36843
1.3487,1.34851,1.3567200000000001,1.36074,1.36843,1.3674899999999999
1.34851,1.3567200000000001,1.36074,1.36843,1.3674899999999999,1.36487
1.3567200000000001,1.36074,1.36843,1.3674899999999999,1.36487,1.37476
1.36074,1.36843,1.3674899999999999,1.36487,1.37476,1.37988
1.36843,1.3674899999999999,1.36487,1.37476,1.37988,1.37515
1.3674899999999999,1.36487,1.37476,1.37988,1.37515,1.3805
1.36487,1.37476,1.37988,1.37515,1.3805,1.37751
1.37476,1.37988,1.37515,1.3805,1.37751,1.38637
1.37988,1.37515,1.3805,1.37751,1.38637,1.39681
1.37515,1.3805,1.37751,1.38637,1.39681,1.39828
1.3805,1.37751,1.38637,1.39681,1.39828,1.3966
1.37751,1.38637,1.39681,1.39828,1.3966,1.39035
1.38637,1.39681,1.39828,1.3966,1.39035,1.39073
1.39681,1.39828,1.3966,1.39035,1.39073,1.37966
1.39828,1.3966,1.39035,1.39073,1.37966,1.3901299999999999
1.3966,1.39035,1.39073,1.37966,1.3901299999999999,1.39903
1.39035,1.39073,1.37966,1.3901299999999999,1.39903,1.39972
1.39073,1.37966,1.3901299999999999,1.39903,1.39972,1.38962
1.37966,1.3901299999999999,1.39903,1.39972,1.38962,1.402
1.3901299999999999,1.39903,1.39972,1.38962,1.402,1.4167100000000001
1.39903,1.39972,1.38962,1.402,1.4167100000000001,1.42242
1.39972,1.38962,1.402,1.4167100000000001,1.42242,1.4195200000000001
1.38962,1.402,1.4167100000000001,1.42242,1.4195200000000001,1.4086100000000001
1.402,1.4167100000000001,1.42242,1.4195200000000001,1.4086100000000001,1.41754
1.4167100000000001,1.42242,1.4195200000000001,1.4086100000000001,1.41754,1.40739
1.42242,1.4195200000000001,1.4086100000000001,1.41754,1.40739,1.40858
1.4195200000000001,1.4086100000000001,1.41754,1.40739,1.40858,1.41124
1.4086100000000001,1.41754,1.40739,1.40858,1.41124,1.4125299999999998
1.41754,1.40739,1.40858,1.41124,1.4125299999999998,1.4155799999999998
1.40739,1.40858,1.41124,1.4125299999999998,1.4155799999999998,1.42216
1.40858,1.41124,1.4125299999999998,1.4155799999999998,1.42216,1.42192
1.41124,1.4125299999999998,1.4155799999999998,1.42216,1.42192,1.42211
1.4125299999999998,1.4155799999999998,1.42216,1.42192,1.42211,1.43305
1.4155799999999998,1.42216,1.42192,1.42211,1.43305,1.43069
1.42216,1.42192,1.42211,1.43305,1.43069,1.44551
1.42192,1.42211,1.43305,1.43069,1.44551,1.44346
1.42211,1.43305,1.43069,1.44551,1.44346,1.44759
1.43305,1.43069,1.44551,1.44346,1.44759,1.44418
1.43069,1.44551,1.44346,1.44759,1.44418,1.44856
1.44551,1.44346,1.44759,1.44418,1.44856,1.44258
1.44346,1.44759,1.44418,1.44856,1.44258,1.42311
1.44759,1.44418,1.44856,1.44258,1.42311,1.43329
1.44418,1.44856,1.44258,1.42311,1.43329,1.4521
1.44856,1.44258,1.42311,1.43329,1.4521,1.45512
1.44258,1.42311,1.43329,1.4521,1.45512,1.45454
1.42311,1.43329,1.4521,1.45512,1.45454,1.45783
1.43329,1.4521,1.45512,1.45454,1.45783,1.46431
1.4521,1.45512,1.45454,1.45783,1.46431,1.47856
1.45512,1.45454,1.45783,1.46431,1.47856,1.48214
1.45454,1.45783,1.46431,1.47856,1.48214,1.48091
1.45783,1.46431,1.47856,1.48214,1.48091,1.4828700000000001
1.46431,1.47856,1.48214,1.48091,1.4828700000000001,1.48237
1.47856,1.48214,1.48091,1.4828700000000001,1.48237,1.48255
1.48214,1.48091,1.4828700000000001,1.48237,1.48255,1.45341
1.48091,1.4828700000000001,1.48237,1.48255,1.45341,1.4351399999999999
1.4828700000000001,1.48237,1.48255,1.45341,1.4351399999999999,1.43649
1.48237,1.48255,1.45341,1.4351399999999999,1.43649,1.44082
1.48255,1.45341,1.4351399999999999,1.43649,1.44082,1.41908
1.45341,1.4351399999999999,1.43649,1.44082,1.41908,1.4245299999999999
1.4351399999999999,1.43649,1.44082,1.41908,1.4245299999999999,1.41052
1.43649,1.44082,1.41908,1.4245299999999999,1.41052,1.41547
1.44082,1.41908,1.4245299999999999,1.41052,1.41547,1.4235200000000001
1.41908,1.4245299999999999,1.41052,1.41547,1.4235200000000001,1.42482
1.4245299999999999,1.41052,1.41547,1.4235200000000001,1.42482,1.43068
1.41052,1.41547,1.4235200000000001,1.42482,1.43068,1.41555
1.41547,1.4235200000000001,1.42482,1.43068,1.41555,1.40467
1.4235200000000001,1.42482,1.43068,1.41555,1.40467,1.40984
1.42482,1.43068,1.41555,1.40467,1.40984,1.40864
1.43068,1.41555,1.40467,1.40984,1.40864,1.4143299999999999
1.41555,1.40467,1.40984,1.40864,1.4143299999999999,1.4284700000000001
1.40467,1.40984,1.40864,1.4143299999999999,1.4284700000000001,1.42814
1.40984,1.40864,1.4143299999999999,1.4284700000000001,1.42814,1.43949
1.40864,1.4143299999999999,1.4284700000000001,1.42814,1.43949,1.4327299999999998
1.4143299999999999,1.4284700000000001,1.42814,1.43949,1.4327299999999998,1.44894
1.4284700000000001,1.42814,1.43949,1.4327299999999998,1.44894,1.4633
1.42814,1.43949,1.4327299999999998,1.44894,1.4633,1.45749
1.43949,1.4327299999999998,1.44894,1.4633,1.45749,1.46899
1.4327299999999998,1.44894,1.4633,1.45749,1.46899,1.4581600000000001
1.44894,1.4633,1.45749,1.46899,1.4581600000000001,1.4508299999999998
1.4633,1.45749,1.46899,1.4581600000000001,1.4508299999999998,1.43339
1.45749,1.46899,1.4581600000000001,1.4508299999999998,1.43339,1.44115
1.46899,1.4581600000000001,1.4508299999999998,1.43339,1.44115,1.44391
1.4581600000000001,1.4508299999999998,1.43339,1.44115,1.44391,1.41771
1.4508299999999998,1.43339,1.44115,1.44391,1.41771,1.42016
1.43339,1.44115,1.44391,1.41771,1.42016,1.4304700000000001
1.44115,1.44391,1.41771,1.42016,1.4304700000000001,1.43029
1.44391,1.41771,1.42016,1.4304700000000001,1.43029,1.44085
1.41771,1.42016,1.4304700000000001,1.43029,1.44085,1.43547
1.42016,1.4304700000000001,1.43029,1.44085,1.43547,1.4254799999999999
1.4304700000000001,1.43029,1.44085,1.43547,1.4254799999999999,1.41794
1.43029,1.44085,1.43547,1.4254799999999999,1.41794,1.42858
1.44085,1.43547,1.4254799999999999,1.41794,1.42858,1.4369299999999998
1.43547,1.4254799999999999,1.41794,1.42858,1.4369299999999998,1.44328
1.4254799999999999,1.41794,1.42858,1.4369299999999998,1.44328,1.45003
1.41794,1.42858,1.4369299999999998,1.44328,1.45003,1.45266
1.42858,1.4369299999999998,1.44328,1.45003,1.45266,1.4539
1.4369299999999998,1.44328,1.45003,1.45266,1.4539,1.44277
1.44328,1.45003,1.45266,1.4539,1.44277,1.43173
1.45003,1.45266,1.4539,1.44277,1.43173,1.4362
1.45266,1.4539,1.44277,1.43173,1.4362,1.42585
1.4539,1.44277,1.43173,1.4362,1.42585,1.40287
1.44277,1.43173,1.4362,1.42585,1.40287,1.39749
1.43173,1.4362,1.42585,1.40287,1.39749,1.41626
1.4362,1.42585,1.40287,1.39749,1.41626,1.41411
1.42585,1.40287,1.39749,1.41626,1.41411,1.41459
1.40287,1.39749,1.41626,1.41411,1.41459,1.41108
1.39749,1.41626,1.41411,1.41459,1.41108,1.41544
1.41626,1.41411,1.41459,1.41108,1.41544,1.42135
1.41411,1.41459,1.41108,1.41544,1.42135,1.44232
1.41459,1.41108,1.41544,1.42135,1.44232,1.43669
1.41108,1.41544,1.42135,1.44232,1.43669,1.43755
1.41544,1.42135,1.44232,1.43669,1.43755,1.45085
1.42135,1.44232,1.43669,1.43755,1.45085,1.4368100000000001
1.44232,1.43669,1.43755,1.45085,1.4368100000000001,1.43325
1.43669,1.43755,1.45085,1.4368100000000001,1.43325,1.43644
1.43755,1.45085,1.4368100000000001,1.43325,1.43644,1.42445
1.45085,1.4368100000000001,1.43325,1.43644,1.42445,1.42012
1.4368100000000001,1.43325,1.43644,1.42445,1.42012,1.43219
1.43325,1.43644,1.42445,1.42012,1.43219,1.40888
1.43644,1.42445,1.42012,1.43219,1.40888,1.42803
1.42445,1.42012,1.43219,1.40888,1.42803,1.41763
1.42012,1.43219,1.40888,1.42803,1.41763,1.43741
1.43219,1.40888,1.42803,1.41763,1.43741,1.41767
1.40888,1.42803,1.41763,1.43741,1.41767,1.42393
1.42803,1.41763,1.43741,1.41767,1.42393,1.42488
1.41763,1.43741,1.41767,1.42393,1.42488,1.44428
1.43741,1.41767,1.42393,1.42488,1.44428,1.44065
1.41767,1.42393,1.42488,1.44428,1.44065,1.4424299999999999
1.42393,1.42488,1.44428,1.44065,1.4424299999999999,1.43321
1.42488,1.44428,1.44065,1.4424299999999999,1.43321,1.43945
1.44428,1.44065,1.4424299999999999,1.43321,1.43945,1.43565
